center,left,right,steering,throttle,brake,speed
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_20_342.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_20_342.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_20_342.jpg,0.2064555,0.08072872,0,19.8494
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_20_410.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_20_410.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_20_410.jpg,0.2064555,0.08072872,0,20.09919
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_20_477.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_20_477.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_20_477.jpg,0.2064555,0.08072872,0,19.71504
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_20_548.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_20_548.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_20_548.jpg,0.2064555,0.08072872,0,19.62754
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_20_620.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_20_620.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_20_620.jpg,0.2064555,0.1097397,0,19.54091
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_20_691.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_20_691.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_20_691.jpg,0.1774445,0.1291055,0,19.85069
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_20_761.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_20_761.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_20_761.jpg,0.109702,0.1291055,0,19.82825
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_20_834.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_20_834.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_20_834.jpg,0.109702,0.1291055,0,19.46609
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_20_905.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_20_905.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_20_905.jpg,0.04199716,0.1677993,0,19.45781
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_20_975.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_20_975.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_20_975.jpg,0.03231427,0.1774822,0,19.79854
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_21_046.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_21_046.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_21_046.jpg,0.03231427,0.1677993,0,19.8073
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_21_118.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_21_118.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_21_118.jpg,0.03231427,0.1291055,0,19.80799
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_21_190.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_21_190.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_21_190.jpg,0.07100814,0.1194226,0,19.44491
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_21_259.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_21_259.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_21_259.jpg,0.08069104,0.1194226,0,19.39837
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_21_326.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_21_326.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_21_326.jpg,0.09037393,0.1194226,0,19.70668
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_21_396.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_21_396.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_21_396.jpg,0.09037393,0.1194226,0,19.33152
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_21_467.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_21_467.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_21_467.jpg,0.1290678,0.1194226,0,19.28448
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_21_536.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_21_536.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_21_536.jpg,0.1290678,0.1194226,0,19.60106
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_21_606.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_21_606.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_21_606.jpg,0.1290678,0.1194226,0,19.56072
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_21_678.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_21_678.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_21_678.jpg,0.3902797,0.07104581,0,19.44864
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_21_745.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_21_745.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_21_745.jpg,0.4967161,0.07104581,0,18.96043
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_21_816.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_21_816.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_21_816.jpg,0.4967161,0.0904116,0,19.21409
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_21_884.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_21_884.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_21_884.jpg,0.4677051,0.1194226,0,19.14203
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_21_952.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_21_952.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_21_952.jpg,0.3515857,0.1291055,0,18.71659
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_22_021.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_22_021.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_22_021.jpg,0.1967726,0.1774822,0,18.74772
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_22_092.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_22_092.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_22_092.jpg,0.2064555,0.1774822,0,19.15371
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_22_163.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_22_163.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_22_163.jpg,0.2064555,0.1774822,0,19.17747
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_22_234.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_22_234.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_22_234.jpg,0.2064555,0.1774822,0,18.8197
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_22_304.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_22_304.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_22_304.jpg,0.1290678,0.2064932,0,18.86104
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_22_375.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_22_375.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_22_375.jpg,0.1387507,0.225859,0,19.26527
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_22_445.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_22_445.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_22_445.jpg,0.1580788,0.1774822,0,19.32055
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_22_516.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_22_516.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_22_516.jpg,0.1580788,0.1677993,0,18.95638
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_22_586.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_22_586.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_22_586.jpg,0.1580788,0.1677993,0,18.96142
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_22_658.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_22_658.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_22_658.jpg,0.1580788,0.1774822,0,18.97745
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_22_725.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_22_725.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_22_725.jpg,0.1677617,0.1387883,0,19.35713
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_22_793.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_22_793.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_22_793.jpg,0.2645152,0.1387883,0,18.95267
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_22_860.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_22_860.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_22_860.jpg,0.2548323,0.1291055,0,18.90598
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_22_932.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_22_932.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_22_932.jpg,0.2645152,0.1291055,0,19.2651
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_23_004.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_23_004.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_23_004.jpg,0.3419029,0.1194226,0,19.22136
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_23_076.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_23_076.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_23_076.jpg,0.3709515,0.1194226,0,18.77206
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_23_149.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_23_149.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_23_149.jpg,0.3709515,0.1291055,0,18.7144
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_23_221.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_23_221.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_23_221.jpg,0.3709515,0.1581164,0,18.70231
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_23_293.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_23_293.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_23_293.jpg,0.3515857,0.1677993,0,19.10076
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_23_360.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_23_360.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_23_360.jpg,0.3419029,0.1677993,0,19.10773
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_23_433.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_23_433.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_23_433.jpg,0.3419029,0.1677993,0,18.72617
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_23_501.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_23_501.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_23_501.jpg,0.1967726,0.2548699,0,18.78158
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_23_571.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_23_571.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_23_571.jpg,0.1774445,0.2548699,0,19.23438
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_23_638.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_23_638.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_23_638.jpg,0.1774445,0.2645528,0,19.34415
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_23_706.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_23_706.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_23_706.jpg,0.1774445,0.2742357,0,19.07566
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_23_780.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_23_780.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_23_780.jpg,0.1967726,0.2742357,0,19.19088
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_23_852.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_23_852.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_23_852.jpg,0.1967726,0.225859,0,19.60474
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_23_921.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_23_921.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_23_921.jpg,0.1967726,0.225859,0,19.66791
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_23_992.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_23_992.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_23_992.jpg,0.2064555,0.1968103,0,19.36753
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_24_064.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_24_064.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_24_064.jpg,0.2258213,0.1968103,0,19.40678
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_24_135.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_24_135.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_24_135.jpg,0.2258213,0.1968103,0,19.76968
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_24_209.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_24_209.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_24_209.jpg,0.2258213,0.2064932,0,19.80501
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_24_280.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_24_280.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_24_280.jpg,0.2258213,0.2064932,0,19.85147
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_24_354.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_24_354.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_24_354.jpg,0.2258213,0.2064932,0,19.54749
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_24_421.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_24_421.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_24_421.jpg,0.2258213,0.2161761,0,19.59647
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_24_495.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_24_495.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_24_495.jpg,0.2258213,0.2161761,0,19.96156
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_24_564.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_24_564.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_24_564.jpg,0.2258213,0.225859,0,20.01549
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_24_632.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_24_632.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_24_632.jpg,0.2258213,0.225859,0,19.74509
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_24_704.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_24_704.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_24_704.jpg,0.2258213,0.225859,0,19.80291
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_24_774.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_24_774.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_24_774.jpg,0.2258213,0.225859,0,20.15445
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_24_844.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_24_844.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_24_844.jpg,0.2258213,0.225859,0,20.20918
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_24_911.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_24_911.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_24_911.jpg,0.2258213,0.2451871,0,19.9524
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_24_979.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_24_979.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_24_979.jpg,0.1580788,0.3226125,0,20.06437
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_25_047.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_25_047.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_25_047.jpg,0.09037393,0.3709892,0,20.47612
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_25_116.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_25_116.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_25_116.jpg,0.06132526,0.4096831,0,20.39706
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_25_187.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_25_187.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_25_187.jpg,0.02263138,0.419366,0,20.64676
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_25_258.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_25_258.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_25_258.jpg,0.02263138,0.4096831,0,20.89212
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_25_326.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_25_326.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_25_326.jpg,0.03231427,0.4096831,0,21.28142
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_25_397.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_25_397.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_25_397.jpg,0.04199716,0.3709892,0,21.47379
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_25_469.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_25_469.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_25_469.jpg,0.09037393,0.3613063,0,21.40306
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_25_537.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_25_537.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_25_537.jpg,0.1193849,0.3613063,0,21.73233
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_25_607.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_25_607.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_25_607.jpg,0.1290678,0.3419406,0,21.88805
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_25_675.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_25_675.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_25_675.jpg,0.1387507,0.3516234,0,21.81467
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_25_747.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_25_747.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_25_747.jpg,0.1387507,0.3419406,0,21.97525
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_25_818.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_25_818.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_25_818.jpg,0.1387507,0.3419406,0,22.14171
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_25_887.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_25_887.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_25_887.jpg,0.1387507,0.3516234,0,22.41367
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_25_956.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_25_956.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_25_956.jpg,0.1387507,0.3613063,0,22.39878
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_26_024.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_26_024.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_26_024.jpg,0.1387507,0.4000002,0,22.59403
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_26_092.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_26_092.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_26_092.jpg,0.09037393,0.4096831,0,22.85513
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_26_163.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_26_163.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_26_163.jpg,0.08069104,0.4386941,0,23.06183
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_26_233.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_26_233.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_26_233.jpg,0.02263138,0.448377,0,23.18827
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_26_302.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_26_302.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_26_302.jpg,0,0.4870708,0,23.46862
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_26_373.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_26_373.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_26_373.jpg,0,0.4967537,0,23.70834
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_26_442.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_26_442.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_26_442.jpg,0,0.4967537,0,23.99225
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_26_512.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_26_512.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_26_512.jpg,0,0.4967537,0,24.19903
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_26_585.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_26_585.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_26_585.jpg,0,0.4967537,0,24.48728
C:\Users\Joel\Documents\selfdriving\IMG\center_2017_05_21_16_34_26_656.jpg,C:\Users\Joel\Documents\selfdriving\IMG\left_2017_05_21_16_34_26_656.jpg,C:\Users\Joel\Documents\selfdriving\IMG\right_2017_05_21_16_34_26_656.jpg,0,0.4967537,0,24.70327
